POS,Name,First.Name,Last.Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K.s,BA.vL,CON.vL,GAP.vL,POW.vL,EYE.vL,K.vL,BA.vR,CON.vR,GAP.vR,POW.vR,EYE.vR,K.vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU.vL,MOV.vL,CON.vL.1,PBABIP.vL,HRR.vL,STU.vR,MOV.vR,CON.vR.1,PBABIP.vR,HRR.vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G.F,VELO,Slot,PT,STM,HLD,C.ABI,C.FRM,C.ARM,IF.RNG,IF.ERR,IF.ARM,TDP,OF.RNG,OF.ERR,OF.ARM,P,C,X1B,X2B,X3B,SS,LF,CF,RF,P.Pot,C.Pot,X1B.Pot,X2B.Pot,X3B.Pot,SS.Pot,LF.Pot,CF.Pot,RF.Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,X1B.1,X2B.1,X3B.1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,SO,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI.PA,SB,CS,BatR,wSB,UBR,BsR,G.1,GS.1,W,L,HLD.1,SD,MD,IP,BF,AB.1,X1B.2,X2B.2,X3B.2,HR.1,R.1,ER,BB.1,IBB.1,K,HP.1,SH.1,SF.1,WP,BK,CI.1,DP,GF,IR,IRS,pLi,PI,GB,FB.1,SB.1,CS.1,WPA.1,WAR.1,rWAR,SIERA,POS.1,G.2,GS.2,TC,A,PO,E,DP.1,TP,RNG,ZR,EFF,SBA,RTO,IP.1,PB,CER,BIZ.R,BIZ.Rm,BIZ.L,BIZ.Lm,BIZ.E,BIZ.Em,BIZ.U,BIZ.Um,BIZ.Z,BIZ.Zm,FRM,ARM,exptime
2B,Miller Huggins,Miller,Huggins,Frankfurt Hot Dogs,6' 0',140 lbs,S,R,50,St. Louis Cardinals,STL,1911,2025,UnH,NA,75815,Iron,Iron Infusion 3 - Unsung Heroes  2B Miller Huggins  STL  1911,0,N,-1,88,85,47,8,152,88,71,77,44,2,158,86,92,93,48,10,150,89,89,86,Groundball,Pull,Pull,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,6,NA,NA,NA,107,78,80,91,8,1,7,NA,NA,NA,119,NA,NA,NA,NA,NA,139,NA,NA,119,NA,NA,NA,NA,NA,66,87,103,72,5,5,25,22,4,3,0,0,1,4,2,2,0,0,1,0,0,3,0,1.9,0.568,-0.19,1,-1.5,0.1,4.64,0,0,-1.5,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,31,17,12,2,4,0,5.12,1.2,1.103,0,0,51,0,0,12,9,2,1,3,3,4,4,1,1,0,0,2025-12-30 23:36:16.129973
CF,Brad Komminsk,Brad,Komminsk,Novaves Beavers,6' 2',205 lbs,R,R,50,Cleveland,CLE,1989,1980-1992,UnH,CS,73840,Iron,Clubhouse - Unsung Heroes  CF Brad Komminsk  CLE  1989,0,Y,5,64,82,79,106,98,46,53,39,86,55,63,28,93,72,77,131,115,54,41,34,Normal,Pull,Normal,1,3,1,1,5,1,3,1,1,5,1,3,1,1,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,15,NA,NA,NA,7,3,4,2,80,67,60,NA,NA,NA,NA,NA,NA,103,74,88,8,NA,NA,NA,NA,NA,103,74,88,76,74,89,75,6,6,22,18,3,1,1,0,1,1,3,3,0,1,0,0,0,7,0,2.6,0.707,0.22,2,0.1,0.1,4.55,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,10,0,10,0,0,0,1.89,0.4,1.035,0,0,47.2,0,0,8,8,0,0,0,0,5,2,1,0,0,-0.1,2025-12-30 23:36:16.129973
CF,Brad Komminsk,Brad,Komminsk,Michigan Wolves,6' 2',205 lbs,R,R,50,Cleveland,CLE,1989,1980-1992,UnH,CS,73840,Iron,Clubhouse - Unsung Heroes  CF Brad Komminsk  CLE  1989,0,Y,5,64,82,79,106,98,46,53,39,86,55,63,28,93,72,77,131,115,54,41,34,Normal,Pull,Normal,1,3,1,1,5,1,3,1,1,5,1,3,1,1,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,15,NA,NA,NA,7,3,4,2,80,67,60,NA,NA,NA,NA,NA,NA,103,74,88,8,NA,NA,NA,NA,NA,103,74,88,76,74,89,75,2,2,7,7,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0.6,0.571,-0.12,0,-0.4,-0,3.43,0,0,-0.4,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,0,1,0,0,0,0.56,0.1,1.033,0,0,16,0,0,0,0,0,0,1,1,0,0,2,0,0,-0,2025-12-30 23:36:16.129973
CF,Brad Komminsk,Brad,Komminsk,Vegas Sevens - HotL,6' 2',205 lbs,R,R,50,Cleveland,CLE,1989,1980-1992,UnH,CS,73840,Iron,Clubhouse - Unsung Heroes  CF Brad Komminsk  CLE  1989,0,N,-1,58,75,72,97,90,42,48,35,79,50,57,25,85,66,70,120,106,49,41,34,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,15,NA,NA,NA,7,3,4,2,80,67,60,NA,NA,NA,NA,NA,NA,95,68,81,7,NA,NA,NA,NA,NA,95,68,81,76,74,89,75,9,9,37,35,9,4,2,1,2,6,7,2,0,0,0,0,0,11,1,5.3,0.84,0.23,5,1.2,0.4,3.49,0,0,1.2,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,24,0,24,0,0,0,2.7,1.3,1.035,0,0,80,0,0,18,18,2,2,3,3,1,1,2,0,0,0,2025-12-30 23:36:16.129973
SS,Zach McKinstry,Zach,McKinstry,Randy Savages F2P,6' 0',180 lbs,L,R,50,Detroit Tigers,DET,2025,2025,AS,PTE,76073,Iron,PT Elite 3  SS Zach McKinstry  DET  2025,0,N,-1,101,118,115,68,82,77,155,115,150,48,62,77,110,97,108,75,93,78,23,46,Normal,Normal,Spray,12,53,55,51,55,12,52,52,49,54,12,55,58,53,57,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,2,EX FB,92-94,OTT,Normal,13,22,NA,NA,NA,79,61,96,59,82,71,89,126,NA,83,79,83,70,105,NA,97,126,NA,83,79,83,70,105,NA,97,88,64,96,74,6,6,28,24,7,5,1,0,1,1,5,4,0,0,0,0,0,4,0,4.7,0.851,-0.05,4,1.4,0.3,3.54,0,0,1.4,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,19,12,6,1,1,0,3.18,0.4,0.999,0,0,51,0,0,12,11,5,5,1,1,2,1,1,0,0,0,2025-12-30 23:36:16.129973
3B,Zach McKinstry,Zach,McKinstry,Castroville Mashers - DCFC,6' 0',180 lbs,L,R,50,Detroit Tigers,DET,2025,2025,AS,PTE,76073,Iron,PT Elite 3  SS Zach McKinstry  DET  2025,40,N,-1,101,118,115,68,82,77,155,115,150,48,62,77,110,97,108,75,93,78,23,46,Normal,Normal,Spray,12,53,55,51,55,12,52,52,49,54,12,55,58,53,57,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,2,EX FB,92-94,OTT,Normal,13,22,NA,NA,NA,79,61,96,59,82,71,89,126,NA,83,79,83,70,105,NA,97,126,NA,83,79,83,70,105,NA,97,88,64,96,74,11,11,52,50,12,9,1,1,1,2,4,2,0,0,0,0,0,13,0,5.3,0.629,-0.46,4,-1.7,-0,3.6,2,0,-1.7,0.5,-0.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,30,19,10,1,1,0,2.74,-0,1.015,0,0,95.1,0,0,22,20,6,6,2,0,6,1,4,1,0,-0,2025-12-30 23:36:16.129973
SS,Zach McKinstry,Zach,McKinstry,Laramie Blue Stars,6' 0',180 lbs,L,R,50,Detroit Tigers,DET,2025,2025,AS,PTE,76073,Iron,PT Elite 3  SS Zach McKinstry  DET  2025,0,N,-1,101,118,115,68,82,77,155,115,150,48,62,77,110,97,108,75,93,78,23,46,Normal,Normal,Spray,12,53,55,51,55,12,52,52,49,54,12,55,58,53,57,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,2,EX FB,92-94,OTT,Normal,13,22,NA,NA,NA,79,61,96,59,82,71,89,126,NA,83,79,83,70,105,NA,97,126,NA,83,79,83,70,105,NA,97,88,64,96,74,9,8,40,37,14,10,1,0,3,3,7,3,0,0,0,0,0,9,0,10.8,1.074,0.82,9,4.7,0.5,3.58,1,0,4.7,0.2,-0.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,17,0,16,1,0,0,1.87,0.5,1.033,0,0,77,0,0,9,9,4,3,1,1,4,1,7,1,0,-0.4,2025-12-30 23:36:16.129973
SS,Zach McKinstry,Zach,McKinstry,Brescia Gladiators,6' 0',180 lbs,L,R,50,Detroit Tigers,DET,2025,2025,AS,PTE,76073,Iron,PT Elite 3  SS Zach McKinstry  DET  2025,0,Y,5,110,128,125,74,90,84,168,125,163,53,68,84,120,106,118,82,101,85,23,46,Normal,Normal,Spray,14,58,60,56,60,14,57,57,54,59,14,61,64,57,63,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,2,EX FB,92-94,OTT,Normal,13,22,NA,NA,NA,79,61,96,59,82,71,89,137,NA,90,86,90,76,114,NA,105,137,NA,90,86,90,76,114,NA,105,88,64,96,74,26,23,100,89,22,17,2,1,2,12,8,9,0,1,0,1,0,13,0,11.7,0.68,0.24,11,-1,0.3,3.54,3,0,-1,0.7,-0.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,23,107,63,41,3,14,0,4.48,0.1,0.987,0,0,209,0,0,63,55,7,5,6,4,7,2,6,2,0,0.3,2025-12-30 23:36:16.129973
SS,Zach McKinstry,Zach,McKinstry,Four Oaks Scribes,6' 0',180 lbs,L,R,50,Detroit Tigers,DET,2025,2025,AS,PTE,76073,Iron,PT Elite 3  SS Zach McKinstry  DET  2025,0,N,-1,101,118,115,68,82,77,155,115,150,48,62,77,110,97,108,75,93,78,23,46,Normal,Normal,Spray,12,53,55,51,55,12,52,52,49,54,12,55,58,53,57,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,2,EX FB,92-94,OTT,Normal,13,22,NA,NA,NA,79,61,96,59,82,71,89,126,NA,83,79,83,70,105,NA,97,126,NA,83,79,83,70,105,NA,97,88,64,96,74,12,7,37,35,11,7,2,1,1,9,3,1,0,1,0,0,0,9,1,6,0.866,0.33,6,1.7,0.3,3.92,0,0,1.7,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,21,11,9,1,3,0,2.77,-0.1,0.979,0,0,65,0,0,15,13,3,2,2,2,2,1,3,0,0,0.2,2025-12-30 23:36:16.129973
C,Ronny Paulino,Ronny,Paulino,Dewey Decimal PCK,6' 3',250 lbs,R,R,50,Florida Marlins,FLA,2010,2005-2014,UnH,NA,73645,Iron,PG Last Out - Unsung Heroes  C Ronny Paulino  FLO  2010,0,N,-1,84,76,68,35,56,96,121,119,71,80,26,108,66,77,68,14,66,92,22,7,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,23,69,61,65,7,1,7,8,6,1,1,NA,62,NA,NA,NA,NA,NA,NA,NA,6,62,NA,NA,NA,NA,NA,NA,NA,8,5,16,21,8,8,34,31,4,2,1,0,1,1,1,1,0,1,1,0,0,2,3,0.8,0.44,-0.68,0,-3.5,-0.2,2.85,0,0,-3.5,0,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,65,0,65,0,0,0,7.5,0.3,0,0,0,78,0,17,1,1,2,2,0,0,0,0,0,0,-0.4,0,2025-12-30 23:36:16.129973
C,Eddie Perez,Eddie,Perez,DS Niners,6' 1',175 lbs,R,R,50,Atlanta Braves,ATL,1999,1993-2004,UnH,BBR,75672,Iron,Playoff Stars - Baseball Reference 9  C Eddie Perez  ATL  1999,0,N,-1,82,100,61,72,56,68,97,85,48,69,61,74,102,81,66,73,55,66,67,42,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,13,67,98,56,48,59,57,49,1,1,7,NA,76,78,NA,NA,NA,NA,NA,NA,103,76,78,NA,NA,NA,NA,NA,NA,2,15,6,5,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-0.2,0,-1.8,-0.2,3.71,0,0,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,15,1,14,0,0,0,9.64,0.1,1.03,0,0,14,0,8,2,2,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.129973
C,Eddie Perez,Eddie,Perez,Frankfurt Hot Dogs,6' 1',175 lbs,R,R,50,Atlanta Braves,ATL,1999,1993-2004,UnH,BBR,75672,Iron,Playoff Stars - Baseball Reference 9  C Eddie Perez  ATL  1999,0,N,-1,82,100,61,72,56,68,97,85,48,69,61,74,102,81,66,73,55,66,67,42,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,13,67,98,56,48,59,57,49,1,1,7,NA,76,78,NA,NA,NA,NA,NA,NA,103,76,78,NA,NA,NA,NA,NA,NA,2,15,6,5,1,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7,1,-0.11,0,0.3,0,4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,0,6,0,0,0,6,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,-0,0,2025-12-30 23:36:16.129973
3B,Cal Ripken Jr.,Cal,Ripken Jr.,Novaves Beavers,6' 4',225 lbs,R,R,50,Baltimore Orioles,BAL,2000,1993-2004,AS,NA,75170,Iron,T4 Ep. 7 - Historical All-Star  3B Cal Ripken Jr.  BAL  2000,0,Y,5,72,37,64,108,70,117,56,92,59,49,76,160,31,67,66,139,69,106,22,1,Normal,Normal,Spray,1,3,1,1,5,1,3,1,1,5,1,3,1,1,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,14,NA,NA,NA,74,93,70,52,6,5,3,NA,NA,NA,NA,86,74,NA,NA,NA,142,NA,NA,NA,86,74,NA,NA,NA,10,3,6,35,6,6,27,23,2,2,0,0,0,1,1,3,1,1,0,0,0,1,1,0.5,0.309,-0.25,0,-3.8,-0.4,3.11,0,0,-3.8,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.129973
3B,Cal Ripken Jr.,Cal,Ripken Jr.,Four Oaks Scribes,6' 4',225 lbs,R,R,50,Baltimore Orioles,BAL,2000,1993-2004,AS,NA,75170,Iron,T4 Ep. 7 - Historical All-Star  3B Cal Ripken Jr.  BAL  2000,0,N,-1,66,33,58,99,64,107,51,84,54,44,69,147,28,61,60,128,63,97,22,1,Normal,Normal,Spray,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,14,NA,NA,NA,74,93,70,52,6,5,3,NA,NA,NA,NA,79,68,NA,NA,NA,131,NA,NA,NA,79,68,NA,NA,NA,10,3,6,35,11,11,43,41,8,3,0,0,5,11,6,1,0,1,0,0,0,6,4,3.3,0.794,0.47,5,0.6,0.3,2.98,0,0,0.6,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,33,28,5,0,1,0,3.09,1.4,1.063,0,0,96,0,0,22,20,6,6,3,2,3,2,4,2,0,0,2025-12-30 23:36:16.129973
C,Brian Schneider,Brian,Schneider,DS Niners,6' 1',210 lbs,L,R,50,Montreal Expos,WSN,2004,1993-2004,UnH,NA,75083,Iron,T4 Ep. 6 - Unsung Heroes  C Brian Schneider  MON  2004,0,N,-1,76,67,64,55,67,89,62,74,51,51,42,88,69,77,70,57,76,89,55,39,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,6,96,94,115,2,6,8,4,8,2,1,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,30,9,6,23,3,3,13,12,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0.167,-0.24,-1,-2.6,-0.2,2.85,0,0,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,29,0,29,0,0,0,8.6,-0.2,0,0,0,30.1,0,15,1,0,0,0,0,0,0,0,0,0,0.1,0,2025-12-30 23:36:16.129973
C,Brian Schneider,Brian,Schneider,Swindon Squirrels,6' 1',210 lbs,L,R,50,Montreal Expos,WSN,2004,1993-2004,UnH,NA,75083,Iron,T4 Ep. 6 - Unsung Heroes  C Brian Schneider  MON  2004,0,Y,5,83,73,70,60,73,97,68,81,56,56,46,96,76,84,77,63,83,97,55,39,Normal,Normal,Normal,1,2,1,1,3,1,2,1,1,3,1,2,1,1,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,6,96,94,115,2,6,8,4,8,2,1,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,30,9,6,23,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.16,0,-1,-0.1,4.25,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,6,1,5,0,0,0,5.4,-0,1.011,1,0,10,0,4,1,1,0,0,0,0,0,0,0,0,0.1,0,2025-12-30 23:36:16.129973
C,Bob Boone,Bob,Boone,Novaves Beavers,6' 2',200 lbs,R,R,49,Kansas City Royals,KCR,1989,1980-1992,HaH,CS,75436,Iron,Clubhouse - Hardware Heroes  C Bob Boone  KC  1989,0,Y,0,107,78,50,15,96,144,78,119,49,6,138,181,79,104,51,19,85,132,60,5,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,2,110,93,98,5,7,6,1,1,7,8,NA,113,NA,NA,NA,NA,NA,NA,NA,9,113,NA,NA,NA,NA,NA,NA,NA,39,18,28,24,1,1,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.4,-0.04,0,-0.6,0,3,0,0,-0.6,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,10,2,8,0,0,0,8.44,0.2,1.011,0,0,10.2,0,5,0,0,0,0,2,2,0,0,0,0,0,0,2025-12-30 23:36:16.129973
C,Bob Boone,Bob,Boone,Castroville Mashers - DCFC,6' 2',200 lbs,R,R,49,Kansas City Royals,KCR,1989,1980-1992,HaH,CS,75436,Iron,Clubhouse - Hardware Heroes  C Bob Boone  KC  1989,0,Y,5,115,84,54,16,104,154,84,127,53,6,148,194,85,112,55,20,92,141,60,5,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,2,110,93,98,5,7,6,1,1,7,8,NA,121,NA,NA,NA,NA,NA,NA,NA,9,121,NA,NA,NA,NA,NA,NA,NA,39,18,28,24,6,4,18,16,6,5,0,1,0,1,1,2,0,0,0,0,0,0,1,3.3,0.944,0.03,3,1.4,0.3,3.61,0,0,1.4,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,32,2,30,0,0,0,7.51,0.2,1.011,0,0,38.1,0,15,0,0,0,0,1,1,0,0,0,0,0.4,0,2025-12-30 23:36:16.129973
SP,Roy Golden,Roy,Golden,Reykjavik Phoenix,6' 1',195 lbs,R,R,49,St. Louis Cardinals,STL,1911,2025,UnH,NA,73981,Iron,T4 Ep. 2 - Unsung Heroes  SP Roy Golden  STL  1911,0,N,-1,3,1,3,1,4,1,1,4,3,1,4,2,1,3,3,1,4,1,24,58,Normal,Normal,Normal,98,85,45,118,69,100,85,42,121,68,96,85,48,116,70,77,101,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NEU,90-92,3/4,Normal,69,60,NA,NA,NA,29,20,24,23,9,3,6,57,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,0,0,1,0,2.2,12,9,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,2,0,0.53,51,2,3,0,0,0.1,0,0.2,5.24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.129973
SP,Roy Golden,Roy,Golden,Laramie Blue Stars,6' 1',195 lbs,R,R,49,St. Louis Cardinals,STL,1911,2025,UnH,NA,73981,Iron,T4 Ep. 2 - Unsung Heroes  SP Roy Golden  STL  1911,0,N,-1,3,1,3,1,4,1,1,4,3,1,4,2,1,3,3,1,4,1,24,58,Normal,Normal,Normal,98,85,45,118,69,100,85,42,121,68,96,85,48,116,70,77,101,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NEU,90-92,3/4,Normal,69,60,NA,NA,NA,29,20,24,23,9,3,6,57,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,5,0,0,0,0,1,1,5.1,27,21,5,1,0,0,4,4,5,0,4,0,1,0,0,0,0,1,1,7,2,1.13,102,7,4,0,0,0,0,-0.1,5.85,1,5,0,1,1,0,0,0,0,1.69,0,1.041,0,0,5.1,0,0,1,1,0,0,0,0,0,0,0,0,-0.1,0,2025-12-30 23:36:16.129973
SS,Adeiny Hechavarria,Adeiny,Hechavarria,Harry's Clubs TTC,6' 0',195 lbs,R,R,49,Miami Marlins,FLA,2015,2015+,UnH,NA,73775,Iron,Iron Infusion - Unsung Heroes  SS Adeiny Hechavarria  MIA  2015,0,Y,5,100,90,66,33,57,107,142,130,86,59,93,108,80,90,60,23,43,107,9,5,Normal,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,93-95,3/4,Normal,1,7,NA,NA,NA,93,89,89,91,1,2,3,NA,NA,NA,121,NA,104,NA,NA,NA,149,NA,NA,121,NA,104,NA,NA,NA,74,34,73,91,8,2,15,14,6,4,2,0,0,3,3,0,0,1,0,0,0,3,0,3.9,1.038,0.2,3,1.7,0.3,2.8,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,9,7,2,0,0,0,3.38,0.7,1.041,0,0,24,0,0,4,4,0,0,2,1,3,2,1,1,0,0,2025-12-30 23:36:16.129973
SS,Adeiny Hechavarria,Adeiny,Hechavarria,Cedar Hill Crew,6' 0',195 lbs,R,R,49,Miami Marlins,FLA,2015,2015+,UnH,NA,73775,Iron,Iron Infusion - Unsung Heroes  SS Adeiny Hechavarria  MIA  2015,0,Y,5,100,90,66,33,57,107,142,130,86,59,93,108,80,90,60,23,43,107,9,5,Normal,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,93-95,3/4,Normal,1,7,NA,NA,NA,93,89,89,91,1,2,3,NA,NA,NA,121,NA,104,NA,NA,NA,149,NA,NA,121,NA,104,NA,NA,NA,74,34,73,91,5,4,16,16,5,1,2,0,2,3,5,0,0,0,0,0,0,1,0,4.1,1.125,-0.07,3,2,0.3,2.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,18,11,7,0,2,0,4.15,0.3,1.054,0,0,39,0,0,13,13,0,0,1,0,3,1,1,0,0,0,2025-12-30 23:36:16.129973
