POS,Name,First.Name,Last.Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K.s,BA.vL,CON.vL,GAP.vL,POW.vL,EYE.vL,K.vL,BA.vR,CON.vR,GAP.vR,POW.vR,EYE.vR,K.vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU.vL,MOV.vL,CON.vL.1,PBABIP.vL,HRR.vL,STU.vR,MOV.vR,CON.vR.1,PBABIP.vR,HRR.vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G.F,VELO,Slot,PT,STM,HLD,C.ABI,C.FRM,C.ARM,IF.RNG,IF.ERR,IF.ARM,TDP,OF.RNG,OF.ERR,OF.ARM,P,C,X1B,X2B,X3B,SS,LF,CF,RF,P.Pot,C.Pot,X1B.Pot,X2B.Pot,X3B.Pot,SS.Pot,LF.Pot,CF.Pot,RF.Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,X1B.1,X2B.1,X3B.1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,SO,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI.PA,SB,CS,BatR,wSB,UBR,BsR,G.1,GS.1,W,L,HLD.1,SD,MD,IP,BF,AB.1,X1B.2,X2B.2,X3B.2,HR.1,R.1,ER,BB.1,IBB.1,K,HP.1,SH.1,SF.1,WP,BK,CI.1,DP,GF,IR,IRS,pLi,PI,GB,FB.1,SB.1,CS.1,WPA.1,WAR.1,rWAR,SIERA,POS.1,G.2,GS.2,TC,A,PO,E,DP.1,TP,RNG,ZR,EFF,SBA,RTO,IP.1,PB,CER,BIZ.R,BIZ.Rm,BIZ.L,BIZ.Lm,BIZ.E,BIZ.Em,BIZ.U,BIZ.Um,BIZ.Z,BIZ.Zm,FRM,ARM,exptime
1B,Greg Bird,Greg,Bird,Minnesota Charlatans,6' 4',220 lbs,L,R,59,New York Yankees,NYY,2015,2015+,RS,NA,76273,Iron,Happy Thanksgiving - Rookie Sensation  1B Greg Bird  NYY  2015,0,N,-1,77,112,73,130,98,51,112,76,28,101,130,50,112,77,91,144,89,52,4,9,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,93-95,OTT,Normal,1,11,NA,NA,NA,50,111,53,31,10,5,8,NA,NA,100,NA,NA,NA,NA,NA,NA,127,NA,100,NA,NA,NA,NA,NA,NA,11,1,1,18,17,16,76,66,22,10,7,0,5,16,13,10,3,0,0,0,0,11,3,17.5,1.088,1.69,15,2.6,0.2,3.55,0,0,2.6,0,-0.9,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,16,159,5,153,1,20,0,9.94,-0.5,0.953,0,0,143,0,0,24,22,1,1,4,2,1,0,0,0,0,0,2025-12-30 23:32:19.263036
1B,Greg Bird,Greg,Bird,Kumamoto Ozeki,6' 4',220 lbs,L,R,59,New York Yankees,NYY,2015,2015+,RS,NA,76273,Iron,Happy Thanksgiving - Rookie Sensation  1B Greg Bird  NYY  2015,0,N,-1,77,112,73,130,98,51,112,76,28,101,130,50,112,77,91,144,89,52,4,9,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,93-95,OTT,Normal,1,11,NA,NA,NA,50,111,53,31,10,5,8,NA,NA,100,NA,NA,NA,NA,NA,NA,127,NA,100,NA,NA,NA,NA,NA,NA,11,1,1,18,9,9,39,34,13,8,2,1,2,9,8,5,0,0,0,0,0,3,2,10,1.138,0.26,10,3.8,0.2,3.87,0,0,3.8,0,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,95,4,89,2,10,0,10.51,-0.8,0.908,0,0,79.2,0,0,13,11,2,1,1,1,2,0,0,0,0,0,2025-12-30 23:32:19.263036
1B,Greg Bird,Greg,Bird,Fargo-Moorhead Packhawks PCK,6' 4',220 lbs,L,R,59,New York Yankees,NYY,2015,2015+,RS,NA,76273,Iron,Happy Thanksgiving - Rookie Sensation  1B Greg Bird  NYY  2015,0,N,-1,77,112,73,130,98,51,112,76,28,101,130,50,112,77,91,144,89,52,4,9,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,93-95,OTT,Normal,1,11,NA,NA,NA,50,111,53,31,10,5,8,NA,NA,100,NA,NA,NA,NA,NA,NA,127,NA,100,NA,NA,NA,NA,NA,NA,11,1,1,18,4,4,20,18,7,4,1,1,1,1,5,2,0,0,0,0,0,2,1,5.4,1.172,-0.01,5,2,0.2,4.15,0,0,2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,27,5,22,0,2,0,7.15,0.3,1.048,0,0,34,0,0,8,8,0,0,1,1,0,0,2,0,0,0,2025-12-30 23:32:19.263036
C,Robinson Chirinos,Robinson,Chirinos,Broadway Actors,6' 1',210 lbs,R,R,59,Texas Rangers,TEX,2014,2005-2014,Snap,NA,71197,Iron,Snapshot  C Robinson Chirinos  TEX  2014,0,N,-1,54,38,73,88,69,70,36,54,54,107,83,72,39,55,79,82,64,70,29,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,3/4,Normal,1,3,64,48,92,4,10,3,10,5,8,3,NA,65,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,2,14,6,5,9,9,35,29,9,5,0,0,4,5,6,4,0,1,1,0,0,2,1,8.5,1.136,0,8,2,0.2,3.51,0,0,2,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,26,0,26,0,0,0,2.92,-0.5,0,1,0,80,0,65,2,1,0,0,1,0,0,0,0,0,-0.1,0,2025-12-30 23:32:19.263036
C,Robinson Chirinos,Robinson,Chirinos,Washington Bonnies,6' 1',210 lbs,R,R,59,Texas Rangers,TEX,2014,2005-2014,Snap,NA,71197,Iron,Snapshot  C Robinson Chirinos  TEX  2014,0,N,-1,54,38,73,88,69,70,36,54,54,107,83,72,39,55,79,82,64,70,29,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,3/4,Normal,1,3,64,48,92,4,10,3,10,5,8,3,NA,65,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,2,14,6,5,4,4,16,15,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0.8,0.45,-0.2,0,-2.8,-0.1,3.06,0,0,-2.8,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,23,3,20,0,1,0,6.27,0.5,0,2,2,33,0,36,0,0,0,0,0,0,0,0,0,0,-0.3,0,2025-12-30 23:32:19.263036
C,Robinson Chirinos,Robinson,Chirinos,Kiss Army,6' 1',210 lbs,R,R,59,Texas Rangers,TEX,2014,2005-2014,Snap,NA,71197,Iron,Snapshot  C Robinson Chirinos  TEX  2014,0,N,-1,54,38,73,88,69,70,36,54,54,107,83,72,39,55,79,82,64,70,29,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,3/4,Normal,1,3,64,48,92,4,10,3,10,5,8,3,NA,65,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,2,14,6,5,5,5,19,16,3,1,0,0,2,5,3,1,0,0,1,1,0,4,1,1.6,0.785,-0.2,1,-2.3,-0.1,3.47,0,0,-2.3,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,24,3,21,0,1,0,4.91,0.3,1.013,2,1,44,0,31,3,3,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
C,Robinson Chirinos,Robinson,Chirinos,Surfer Boy Pizza,6' 1',210 lbs,R,R,59,Texas Rangers,TEX,2014,2005-2014,Snap,NA,71197,Iron,Snapshot  C Robinson Chirinos  TEX  2014,0,N,-1,54,38,73,88,69,70,36,54,54,107,83,72,39,55,79,82,64,70,29,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,3/4,Normal,1,3,64,48,92,4,10,3,10,5,8,3,NA,65,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,2,14,6,5,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,-1.2,-0.1,3.33,0,0,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3,0,2,1,0,0,2,-0.8,0,0,0,9,0,0,3,1,0,0,0,0,1,0,1,0,0,0,2025-12-30 23:32:19.263036
C,Robinson Chirinos,Robinson,Chirinos,Southern Owls,6' 1',210 lbs,R,R,59,Texas Rangers,TEX,2014,2005-2014,Snap,NA,71197,Iron,Snapshot  C Robinson Chirinos  TEX  2014,0,N,-1,54,38,73,88,69,70,36,54,54,107,83,72,39,55,79,82,64,70,29,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,3/4,Normal,1,3,64,48,92,4,10,3,10,5,8,3,NA,65,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,2,14,6,5,4,4,17,14,5,3,0,0,2,4,3,2,0,0,1,0,0,1,0,5,1.223,0.18,4,1.3,0.1,2.53,0,0,1.3,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,16,1,15,0,0,0,4.11,-0.2,1.013,4,0,35,0,33,1,1,0,0,0,0,0,0,0,0,-0.3,0,2025-12-30 23:32:19.263036
C,Robinson Chirinos,Robinson,Chirinos,Murandy Bulls,6' 1',210 lbs,R,R,59,Texas Rangers,TEX,2014,2005-2014,Snap,NA,71197,Iron,Snapshot  C Robinson Chirinos  TEX  2014,0,N,-1,54,38,73,88,69,70,36,54,54,107,83,72,39,55,79,82,64,70,29,10,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,92-94,3/4,Normal,1,3,64,48,92,4,10,3,10,5,8,3,NA,65,NA,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,2,14,6,5,1,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1,0.333,-0,0,-0.4,-0,5.33,0,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,4,0,0,0,0,4.5,-0,1.043,0,0,8,0,0,2,2,2,1,1,1,0,0,0,0,0,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Broadway Actors,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,5,0,0,0,0,1,0,10.2,47,40,4,1,0,3,8,6,7,0,3,0,0,0,1,0,0,1,2,5,2,0.69,172,11,17,1,0,0.1,-0.1,0.1,6.94,1,5,0,2,2,0,0,0,0,1.69,-0,1.075,1,0,10.2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SP,Aaron Civale,Aaron,Civale,El and Max Arse Dumpers,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,1,0,0,0,5.2,27,23,5,1,0,0,8,4,3,0,1,0,1,0,0,0,0,1,0,0,0,1.19,84,8,7,0,0,-0.4,0.2,-0.1,6.73,1,1,1,0,0,0,0,0,0,0,-0.2,0,0,0,5.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SP,Aaron Civale,Aaron,Civale,Dollar Dragonflies,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,Y,5,4,1,4,3,4,1,1,4,4,3,4,1,1,4,4,3,4,1,24,34,Normal,Spray,Pull,59,97,66,104,94,68,107,69,103,110,50,90,65,104,84,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,74,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,1,0,0,0,6,30,29,6,2,1,2,6,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0.58,89,5,10,0,0,-0.2,0.1,0,5.06,1,1,1,4,1,0,3,0,0,1.5,-0.8,0.358,0,0,6,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Bucknell Bison,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,0,0,0,0,4,15,15,0,1,0,2,2,2,0,0,1,0,0,0,0,0,0,1,2,4,2,0.51,52,4,6,0,0,0,-0.1,0.1,5.09,1,2,0,2,2,0,0,1,0,4.5,0.1,1.075,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SP,Aaron Civale,Aaron,Civale,EVC's Clevelanders TTC,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,0,0,0,0,5.1,24,19,2,1,0,1,3,3,5,0,4,0,0,0,1,0,0,0,1,2,2,0.43,99,3,8,0,0,0,-0,0.1,5.88,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Kiss Army,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,3,0,0,0,0,0,0,4.1,23,20,5,1,0,2,4,4,3,0,1,0,0,0,0,0,0,1,2,1,1,0.43,68,4,7,0,0,0,-0.1,-0,7.07,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SP,Aaron Civale,Aaron,Civale,Lafayette Crawfish,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,2,0,0,0,0,0,11.2,52,42,8,0,0,3,7,7,8,0,7,0,2,0,0,0,0,1,0,0,0,1.16,173,12,14,0,0,-0.4,0.1,0.3,5.8,1,2,2,3,1,2,0,0,0,2.31,0,1.075,0,0,11.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Port Royal Pirates,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,1,0,2.1,9,8,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0.63,23,2,2,0,0,0.1,0.1,0.2,2.6,1,1,0,1,1,0,0,0,0,3.86,0,1.075,0,0,2.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Brookhaven Barons,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,5,0,0,1,0,0,1,12.2,57,48,7,2,0,5,11,8,6,0,3,2,1,0,1,0,0,3,2,2,1,0.66,197,11,19,0,0,-0.4,-0.3,-0,6.61,1,5,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Murandy Bulls,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,0,0,0,0,4.1,21,17,1,1,0,1,1,1,4,0,3,0,0,0,0,0,0,1,0,2,1,0.71,97,3,6,1,0,0.1,-0,0.2,6.12,1,2,0,0,0,0,0,0,0,0,-0.1,0,1,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SP,Aaron Civale,Aaron,Civale,Carlton Blues (PCK),6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,2,1,1,0,0,0,9,45,41,7,3,0,3,9,9,4,0,8,0,0,0,0,0,0,0,0,0,0,0.8,183,10,9,0,0,-0.4,0.1,0,4.38,1,2,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,2025-12-30 23:32:19.263036
RP,Aaron Civale,Aaron,Civale,Minnesota Charlatans,6' 2',215 lbs,R,R,59,Cleveland,CLE,2019,2015+,RS,NA,71576,Iron,Rookie Sensation  SP Aaron Civale  CLE  2019,0,N,-1,3,1,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,24,34,Normal,Spray,Pull,54,89,60,95,86,62,98,63,94,101,45,83,59,96,77,59,36,39,53,NA,NA,57,NA,NA,NA,NA,NA,5,FB,92-94,OTT,Normal,70,65,NA,NA,NA,27,33,27,23,7,5,4,68,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,14,4,6,24,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,5,0,0,0,0,0,1,14,60,55,9,2,1,4,12,12,5,1,5,0,0,0,1,0,0,1,2,3,3,0.41,194,13,20,0,2,-0.1,-0,0,5.81,1,5,0,4,4,0,0,0,0,2.57,0.8,1.075,2,2,14,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:32:19.263036
SS,Royce Clayton,Royce,Clayton,Washington Bonnies,6' 0',185 lbs,R,R,59,Texas Rangers,TEX,1999,1993-2004,Snap,NA,70975,Iron,Snapshot  SS Royce Clayton  TEX  1999,0,N,-1,72,80,64,65,65,64,109,81,67,76,71,60,75,69,63,62,63,66,43,8,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,3/4,Normal,1,4,NA,NA,NA,88,49,78,77,1,10,7,NA,NA,NA,NA,NA,70,NA,NA,NA,125,NA,NA,NA,NA,70,NA,NA,NA,72,58,62,83,5,5,21,18,6,2,2,0,2,5,5,2,0,0,0,1,0,1,1,5,1.159,0.22,4,1.2,0.1,3.67,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,27,14,11,2,7,0,5.36,-1.4,0.823,0,0,42,0,0,13,11,2,0,4,1,3,1,1,0,0,0,2025-12-30 23:32:19.263036
