POS,Name,First.Name,Last.Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K.s,BA.vL,CON.vL,GAP.vL,POW.vL,EYE.vL,K.vL,BA.vR,CON.vR,GAP.vR,POW.vR,EYE.vR,K.vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU.vL,MOV.vL,CON.vL.1,PBABIP.vL,HRR.vL,STU.vR,MOV.vR,CON.vR.1,PBABIP.vR,HRR.vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G.F,VELO,Slot,PT,STM,HLD,C.ABI,C.FRM,C.ARM,IF.RNG,IF.ERR,IF.ARM,TDP,OF.RNG,OF.ERR,OF.ARM,P,C,X1B,X2B,X3B,SS,LF,CF,RF,P.Pot,C.Pot,X1B.Pot,X2B.Pot,X3B.Pot,SS.Pot,LF.Pot,CF.Pot,RF.Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,X1B.1,X2B.1,X3B.1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,SO,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI.PA,SB,CS,BatR,wSB,UBR,BsR,G.1,GS.1,W,L,HLD.1,SD,MD,IP,BF,AB.1,X1B.2,X2B.2,X3B.2,HR.1,R.1,ER,BB.1,IBB.1,K,HP.1,SH.1,SF.1,WP,BK,CI.1,DP,GF,IR,IRS,pLi,PI,GB,FB.1,SB.1,CS.1,WPA.1,WAR.1,rWAR,SIERA,POS.1,G.2,GS.2,TC,A,PO,E,DP.1,TP,RNG,ZR,EFF,SBA,RTO,IP.1,PB,CER,BIZ.R,BIZ.Rm,BIZ.L,BIZ.Lm,BIZ.E,BIZ.Em,BIZ.U,BIZ.Um,BIZ.Z,BIZ.Zm,FRM,ARM,exptime
2B,Frank Isbell,Frank,Isbell,Bethlehem Tekneek,5' 11',190 lbs,L,R,49,Chicago White Sox,CHW,1906,2025,UnH,RtB,75903,Iron,XBH God - Unsung Heroes  2B Frank Isbell  CWS  1906,0,N,-1,118,106,141,10,38,121,91,109,130,5,20,118,112,123,145,12,44,123,56,58,Line Drive,Spray,Normal,10,16,14,1,24,10,15,14,1,23,11,17,15,1,26,28,NA,NA,25,NA,18,NA,NA,NA,NA,NA,NA,3,NEU,87-89,3/4,Normal,24,2,NA,NA,NA,69,43,53,63,78,69,62,NA,NA,71,63,NA,NA,NA,65,81,108,NA,71,63,NA,NA,NA,65,81,82,90,90,76,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,-0,0,-0.3,-0,2.5,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,11,0,11,0,1,0,11,0.2,1.064,0,0,9,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
2B,Frank Isbell,Frank,Isbell,Seattle Slew,5' 11',190 lbs,L,R,49,Chicago White Sox,CHW,1906,2025,UnH,RtB,75903,Iron,XBH God - Unsung Heroes  2B Frank Isbell  CWS  1906,0,N,-1,118,106,141,10,38,121,91,109,130,5,20,118,112,123,145,12,44,123,56,58,Line Drive,Spray,Normal,10,16,14,1,24,10,15,14,1,23,11,17,15,1,26,28,NA,NA,25,NA,18,NA,NA,NA,NA,NA,NA,3,NEU,87-89,3/4,Normal,24,2,NA,NA,NA,69,43,53,63,78,69,62,NA,NA,71,63,NA,NA,NA,65,81,108,NA,71,63,NA,NA,NA,65,81,82,90,90,76,12,2,17,17,8,6,1,1,0,2,1,0,0,0,0,0,0,1,0,5.4,1.118,0.26,4,2.4,0.3,2.35,1,0,2.4,0.2,-0.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,14,0,14,0,0,0,4.06,0.4,1.004,0,0,31,0,0,9,9,4,4,1,1,1,0,0,0,0,-0.1,2026-01-01 17:09:44.725086
LF,Charlie James,Charlie,James,Balsamic Winegars,6' 1',195 lbs,R,R,49,St. Louis Cardinals,STL,1963,1961-1979,UnH,NA,70444,Iron,Unsung Heroes  LF Charlie James  STL  1963,0,N,-1,69,70,70,74,38,70,57,63,76,130,52,72,75,71,69,62,35,70,27,3,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,13,NA,NA,NA,1,5,7,10,52,78,60,NA,NA,NA,NA,NA,NA,64,NA,55,NA,NA,NA,NA,NA,NA,64,NA,55,41,22,67,38,3,3,12,12,2,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0.7,0.5,-0.2,0,-1,-0.1,3.42,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Malazan Bridgeburners,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,5,19,17,3,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0.28,61,5,7,0,1,0,0.1,0.3,5.71,1,1,0,2,1,1,0,0,0,3.6,0.4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Kashyyyk Wookies,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,3,0,1,0,0,0,1,9.2,39,36,7,0,0,2,5,5,2,0,8,0,1,0,0,0,0,2,2,2,0,0.35,126,11,8,0,0,-0.1,0,0.1,3.6,1,3,0,1,1,0,0,0,0,0.93,-0,1.093,0,0,9.2,0,0,0,0,1,0,1,1,0,0,0,0,-0.1,0,2026-01-01 17:09:44.725086
SP,Jason Jennings,Jason,Jennings,Erie Furnaces TBD,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,0,1,1,0,2.1,11,10,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2.18,34,1,5,0,1,0.1,0,0.1,7.15,1,2,0,0,0,0,0,0,0,0,0.4,0,1,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Genericsville Generics,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,1,0,0,1,0,4.2,16,16,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,1.16,54,7,5,0,0,0.2,0.2,0.3,4.17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
SP,Jason Jennings,Jason,Jennings,Charlotte Hellcats Too,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,4,0,0,0,2,3,0,5.2,19,18,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,1,1.55,53,8,7,0,0,0.5,0.1,0.4,5.81,1,4,0,1,1,0,0,0,0,1.59,0,1.093,0,0,5.2,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0,2026-01-01 17:09:44.725086
SP,Jason Jennings,Jason,Jennings,Castroville Mashers - DCFC,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,42,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,3,3,1,1,0,0,0,19.1,89,82,19,4,1,0,15,10,6,0,10,1,0,0,2,2,0,3,0,0,0,1.18,310,28,17,0,0,-0.8,0.6,-0.1,5.07,1,3,3,4,2,2,0,0,0,1.86,0.1,1.093,0,0,19.1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,James Madison Dukes,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,Y,0,92,119,78,1,36,67,135,85,119,1,51,51,115,95,69,1,32,74,41,27,Normal,Normal,Normal,69,83,85,91,79,54,90,78,80,96,81,79,93,100,69,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,60,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,1,0,3.2,13,11,0,1,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0.55,40,4,4,0,0,0.1,0.1,0.2,5.47,1,1,0,1,0,1,0,0,0,2.45,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Jacksonville Tiny Shrimp,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,5,22,18,3,2,0,0,3,3,2,0,2,1,0,1,0,0,0,0,1,0,0,0.27,81,5,7,0,0,-0,0,-0,5.78,1,1,0,1,0,1,0,0,0,1.8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Burlington Bees,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,Y,5,99,127,84,1,39,72,145,92,127,1,55,55,123,103,74,1,34,80,41,27,Normal,Normal,Normal,74,89,92,97,85,58,98,84,87,104,87,85,100,107,74,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,64,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,8,8,26,24,5,5,0,0,0,0,2,1,0,1,0,0,0,3,0,1.5,0.478,-0.27,1,-1.8,-0.2,3.46,0,0,-1.8,0,0.1,0.1,1,0,0,0,0,0,0,0.1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0.63,19,1,0,0,0,0,-0.1,0,12.73,1,1,0,1,1,0,0,0,0,27,0,1.093,0,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Lexington Minutemen,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,Y,0,92,119,78,1,36,67,135,85,119,1,51,51,115,95,69,1,32,74,41,27,Normal,Normal,Normal,69,83,85,91,79,54,90,78,80,96,81,79,93,100,69,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,60,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,2.2,13,12,4,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,0.17,43,3,3,0,0,-0,0,0.1,5.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Texarkana Tornadoes - BFF,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,3,12,11,3,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0.25,32,2,4,0,0,-0,0.2,0.1,2.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Greenisland Blue Jays,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,0,0,1,0,6.2,24,21,3,0,0,0,1,1,2,0,3,0,0,1,0,0,0,2,1,1,0,0.97,97,5,10,0,0,0.3,0.1,0.3,5.02,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Billings Mustangs,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,0.2,7,6,3,1,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.54,22,1,0,0,0,-0,-0.2,-0.3,7.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
SP,Jason Jennings,Jason,Jennings,Vegas Sevens - HotL,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,1,0,2,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.17,14,3,3,0,0,0.1,0,0.1,6.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
SP,Jason Jennings,Jason,Jennings,Madison Mashers TBD,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,Y,5,99,127,84,1,39,72,145,92,127,1,55,55,123,103,74,1,34,80,41,27,Normal,Normal,Normal,74,89,92,97,85,58,98,84,87,104,87,85,100,107,74,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,64,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,2,2,0,0,0,0,15.2,70,64,14,2,1,0,4,3,5,0,12,1,0,0,0,1,0,0,0,0,0,0.78,225,17,17,1,0,0.3,0.6,0.7,4.27,1,2,2,5,2,3,0,0,0,2.87,-0.1,1.093,1,0,15.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Spite Store,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,4,17,13,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0.2,57,5,5,1,0,0,-0,0.3,6.94,1,1,0,1,1,0,0,0,0,2.25,-0.1,1.093,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RP,Jason Jennings,Jason,Jennings,Seattle Slew,6' 2',235 lbs,R,R,49,Colorado Rockies,COL,2002,1993-2004,RS,BBR,76103,Iron,T4 Ep. 14 - Baseball Reference 10  SP Jason Jennings  COL  2002,0,N,-1,91,117,77,1,35,66,133,84,117,1,50,50,113,94,68,1,31,73,41,27,Normal,Normal,Normal,68,82,84,90,78,53,90,77,80,95,80,78,92,98,68,44,74,42,75,75,60,NA,NA,NA,NA,NA,NA,6,NEU,89-91,3/4,Normal,77,69,NA,NA,NA,27,25,25,23,3,9,7,59,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,3,0,0,0,0,0,0,9.1,41,38,8,2,0,1,8,8,3,0,6,0,0,0,1,0,0,1,1,5,2,0.49,135,9,12,0,0,-0,0.1,-0.2,4.68,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
RF,Daniel Johnson,Daniel,Johnson,Chicago Commies,5' 10',200 lbs,L,L,49,Baltimore Orioles,BAL,2025,2025,2025Live,NA,74375,Iron,MLB 2025 Live  RF Daniel Johnson  BAL,0,N,-1,66,70,74,73,56,65,69,64,72,70,56,62,71,67,75,75,57,66,60,59,Normal,Pull,Pull,1,27,1,80,1,1,27,1,80,1,1,27,1,80,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,EX FB,90-92,3/4,Normal,1,NA,1,1,1,28,35,48,22,80,71,80,76,NA,43,NA,NA,NA,101,72,91,76,NA,43,NA,NA,NA,101,72,91,70,64,71,70,3,3,10,10,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.3,0.5,-0.19,0,-0.8,-0,4.4,0,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,0,6,0,0,0,2.25,0.2,1.05,0,0,24,0,0,5,5,0,0,2,1,0,0,0,0,0,0.3,2026-01-01 17:09:44.725086
RP,Tommy Kahnle,Tommy,Kahnle,Silver Spring Gazebos,6' 1',230 lbs,R,R,49,Detroit Tigers,DET,2025,2025,2025Live,NA,72003,Iron,MLB 2025 Live  RP Tommy Kahnle  DET,0,N,-1,28,30,11,2,34,28,30,28,11,2,34,28,30,28,11,2,34,28,17,8,Normal,Pull,Pull,71,85,58,138,59,64,77,57,117,58,77,93,60,154,63,NA,72,NA,82,76,NA,NA,NA,NA,NA,NA,NA,3,EX GB,94-96,3/4,GB'er,15,37,NA,NA,NA,27,22,45,28,NA,NA,NA,63,NA,42,1,9,NA,NA,NA,NA,63,NA,42,1,9,NA,NA,NA,NA,14,15,6,20,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,1.1,7,5,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1.73,31,1,2,0,0,0,-0.1,-0,9.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.725086
